claim_id,date_submitted,franchise_id,item_category,quantity,requested_total,carrier_approved_total,target_outcome,rate,unit_price,qty
CLM-33449,2025-06-15,Franchise_FL_04,Baseboard Replacement,17.0,1197.31,1197.31,1,70.43,,
CLM-67922,02/20/2025,Franchise_NY_12,Water Extraction,,310.64,206.81,0,,$77.66,4.0
CLM-57948,10/28/2025,Franchise_NY_12,Dehumidifier Rental,,2800.8,2800.8,1,,$62.24,45.0
CLM-16424,2025-09-13,Franchise_FL_04,Drywall Repair,46.0,2168.9,2168.9,1,47.15,,
CLM-51249,2025-06-23,Franchise_FL_04,Dehumidifier Rental,3.0,233.46,233.46,1,77.82,,
CLM-67017,2025-01-07,Franchise_FL_04,Baseboard Replacement,43.0,5488.95,5488.95,1,127.65,,
CLM-77181,"November 17, 2025",Franchise_TX_01,Water Extraction - MISC,39.0,1661.01,1134.81,0,,42.59,
CLM-48087,"November 07, 2025",Franchise_TX_01,Drywall Repair,34.0,4701.52,2737.77,0,,138.28,
CLM-13961,2025-04-28,Franchise_FL_04,Dehumidifier Rental,15.0,1850.55,1850.55,1,123.37,,
CLM-33711,03/15/2025,Franchise_NY_12,Baseboard Replacement,,1399.16,785.54,0,,$49.97,28.0
CLM-55545,2025-08-11,Franchise_FL_04,Antimicrobial Treatment,20.0,642.6,436.83,0,32.13,,
CLM-98354,2025-02-16,Franchise_FL_04,Antimicrobial Treatment,24.0,,2061.36,1,85.89,,
CLM-13632,2025-08-15,Franchise_FL_04,Antimicrobial Treatment,31.0,3372.49,1367.1,0,108.79,,
CLM-36630,11/25/2025,Franchise_NY_12,Baseboard Replacement,,1836.85,1502.14,0,,$108.05,17.0
CLM-36517,"July 31, 2025",Franchise_TX_01,Drywall Repair,27.0,1187.73,581.66,0,,43.99,
CLM-29346,2025-02-05,Franchise_FL_04,Baseboard Replacement,46.0,2465.6,1686.72,0,53.6,,
CLM-85689,"July 02, 2025",Franchise_TX_01,Baseboard Replacement - MISC,15.0,2183.55,1073.66,0,,145.57,
CLM-69925,2025-11-04,Franchise_FL_04,Drywall Repair,50.0,3618.5,2320.85,0,72.37,,
CLM-26192,2025-06-26,Franchise_FL_04,Dehumidifier Rental,15.0,1677.3,1677.3,1,111.82,,
CLM-25359,"October 21, 2025",Franchise_TX_01,Drywall Repair,50.0,4217.5,4217.5,1,,84.35,
CLM-39268,"April 14, 2025",Franchise_TX_01,Antimicrobial Treatment,22.0,1426.04,648.02,0,,64.82,
CLM-62380,12/27/2025,Franchise_NY_12,Baseboard Replacement,,1697.6,1012.38,0,,$106.1,16.0
CLM-51644,02/22/2025,Franchise_NY_12,Baseboard Replacement,,3856.14,2008.64,0,,$142.82,27.0
CLM-57457,06/21/2025,Franchise_NY_12,Water Extraction,,2168.74,1288.51,0,,$44.26,49.0
CLM-79461,03/19/2025,Franchise_NY_12,Dehumidifier Rental,,3967.07,3967.07,1,,$127.97,31.0
CLM-76673,09/20/2025,Franchise_NY_12,Drywall Repair,,739.86,739.86,1,,$33.63,22.0
CLM-13546,2025-10-08,Franchise_FL_04,Water Extraction,32.0,2575.04,2575.04,1,80.47,,
CLM-50963,2025-05-06,Franchise_FL_04,Water Extraction,7.0,1046.78,1046.78,1,149.54,,
CLM-78976,2025-09-22,Franchise_FL_04,Drywall Repair,40.0,5997.2,5997.2,1,149.93,,
CLM-70468,01/17/2025,Franchise_NY_12,Water Extraction,,915.46,758.54,0,,$65.39,14.0
CLM-12620,2025-02-14,Franchise_FL_04,Dehumidifier Rental,23.0,1732.13,1433.68,0,75.31,,
CLM-33974,"March 26, 2025",Franchise_TX_01,Drywall Repair,30.0,921.0,921.0,1,,30.7,
CLM-36823,07/13/2025,Franchise_NY_12,Water Extraction,,1523.52,1523.52,1,,$95.22,16.0
CLM-97868,10/08/2025,Franchise_NY_12,Dehumidifier Rental,,28.87,28.87,1,,$28.87,1.0
CLM-57706,"April 23, 2025",Franchise_TX_01,Antimicrobial Treatment,19.0,1090.6,1090.6,1,,57.4,
CLM-60395,07/27/2025,Franchise_NY_12,Antimicrobial Treatment,,1087.6,1087.6,1,,$27.19,40.0
CLM-51083,2025-01-04,Franchise_FL_04,Drywall Repair,7.0,412.51,332.98,0,58.93,,
CLM-29220,05/01/2025,Franchise_NY_12,Drywall Repair,,585.66,585.66,1,,$97.61,6.0
CLM-35961,02/10/2025,Franchise_NY_12,Baseboard Replacement,,3123.36,1340.53,0,,$65.07,48.0
CLM-71864,"June 18, 2025",Franchise_TX_01,Dehumidifier Rental,16.0,1697.12,1697.12,1,,106.07,
CLM-60094,2025-12-07,Franchise_FL_04,Dehumidifier Rental,2.0,271.3,271.3,1,135.65,,
CLM-57176,2025-12-25,Franchise_FL_04,Antimicrobial Treatment,12.0,1672.92,1468.14,0,139.41,,
CLM-10720,2025-07-12,Franchise_FL_04,Baseboard Replacement,37.0,4520.29,1964.49,0,122.17,,
CLM-91764,2025-03-01,Franchise_FL_04,Dehumidifier Rental,49.0,1645.91,1645.91,1,33.59,,
CLM-63876,01/14/2025,Franchise_NY_12,Drywall Repair,,2063.18,2063.18,1,,$147.37,14.0
CLM-75322,2025-03-05,Franchise_FL_04,Drywall Repair,14.0,1547.84,1547.84,1,110.56,,
CLM-34918,09/16/2025,Franchise_NY_12,Antimicrobial Treatment,,1561.42,1561.42,1,,$41.09,38.0
CLM-98196,2025-04-28,Franchise_FL_04,Antimicrobial Treatment,6.0,813.78,813.78,1,135.63,,
CLM-82698,11/03/2025,Franchise_NY_12,Water Extraction,,6936.0,6936.0,1,,$138.72,50.0
CLM-68204,10/18/2025,Franchise_NY_12,Drywall Repair,,81.2,60.24,0,,$81.2,1.0
CLM-60089,"October 08, 2025",Franchise_TX_01,Drywall Repair,11.0,432.08,432.08,1,,39.28,
CLM-92131,2025-11-27,Franchise_FL_04,Drywall Repair,14.0,515.9,312.94,0,36.85,,
CLM-52044,2025-03-13,Franchise_FL_04,Baseboard Replacement,12.0,,1349.64,1,112.47,,
CLM-33663,"August 27, 2025",Franchise_TX_01,Water Extraction - MISC,37.0,5336.51,5336.51,1,,144.23,
CLM-36847,"March 16, 2025",Franchise_TX_01,Drywall Repair,50.0,5480.5,5480.5,1,,109.61,
CLM-88596,12/17/2025,Franchise_NY_12,Water Extraction,,1653.3,1653.3,1,,$50.1,33.0
CLM-23220,05/20/2025,Franchise_NY_12,Dehumidifier Rental,,1578.78,1578.78,1,,$112.77,14.0
CLM-37832,10/19/2025,Franchise_NY_12,Baseboard Replacement,,4745.2,4745.2,1,,$118.63,40.0
CLM-88498,2025-12-11,Franchise_FL_04,Water Extraction,45.0,,5456.38,0,139.35,,
CLM-21465,"November 14, 2025",Franchise_TX_01,Antimicrobial Treatment,47.0,4661.93,2082.37,0,,99.19,
CLM-17531,03/17/2025,Franchise_NY_12,Baseboard Replacement,,1373.4,1373.4,1,,$91.56,15.0
CLM-54773,03/10/2025,Franchise_NY_12,Antimicrobial Treatment,,615.54,615.54,1,,$102.59,6.0
CLM-55570,2025-01-02,Franchise_FL_04,Drywall Repair,38.0,4379.12,3933.78,0,115.24,,
CLM-16014,04/24/2025,Franchise_NY_12,Water Extraction,,561.6,561.6,1,,$21.6,26.0
CLM-27454,"September 21, 2025",Franchise_TX_01,Water Extraction,7.0,1045.38,1045.38,1,,149.34,
CLM-85222,2025-09-16,Franchise_FL_04,Drywall Repair,11.0,426.69,426.69,1,38.79,,
CLM-18966,10/11/2025,Franchise_NY_12,Drywall Repair,,702.8,445.86,0,,$25.1,28.0
CLM-81494,2025-11-23,Franchise_FL_04,Water Extraction,7.0,253.96,253.96,1,36.28,,
CLM-29315,2025-12-14,Franchise_FL_04,Drywall Repair,17.0,1698.3,1698.3,1,99.9,,
CLM-97480,2025-03-18,Franchise_FL_04,Water Extraction,29.0,,3261.63,1,112.47,,
CLM-82494,2025-11-14,Franchise_FL_04,Drywall Repair,28.0,1507.24,1507.24,1,53.83,,
CLM-45750,10/15/2025,Franchise_NY_12,Drywall Repair,,1393.56,1013.09,0,,$33.18,42.0
CLM-74256,2025-07-01,Franchise_FL_04,Dehumidifier Rental,8.0,388.64,324.95,0,48.58,,
CLM-31968,2025-11-12,Franchise_FL_04,Water Extraction,13.0,1071.85,1071.85,1,82.45,,
CLM-94240,08/07/2025,Franchise_NY_12,Dehumidifier Rental,,432.4,432.4,1,,$18.8,23.0
CLM-55770,"March 28, 2025",Franchise_TX_01,Antimicrobial Treatment,21.0,2786.49,2786.49,1,,132.69,
CLM-53369,06/06/2025,Franchise_NY_12,Baseboard Replacement,,3504.0,2550.8,0,,$87.6,40.0
CLM-49997,09/14/2025,Franchise_NY_12,Antimicrobial Treatment,,303.84,303.84,1,,$25.32,12.0
CLM-22603,"December 29, 2025",Franchise_TX_01,Antimicrobial Treatment,12.0,386.04,386.04,1,,32.17,
CLM-27961,05/08/2025,Franchise_NY_12,Antimicrobial Treatment,,3148.47,2393.05,0,,$80.73,39.0
CLM-24521,05/11/2025,Franchise_NY_12,Water Extraction,,256.97,256.97,1,,$36.71,7.0
CLM-22653,06/26/2025,Franchise_NY_12,Antimicrobial Treatment,,4268.1,4268.1,1,,$104.1,41.0
CLM-15855,2025-07-28,Franchise_FL_04,Antimicrobial Treatment,41.0,2312.4,2312.4,1,56.4,,
CLM-48736,"April 20, 2025",Franchise_TX_01,Drywall Repair,14.0,1864.94,1864.94,1,,133.21,
CLM-56069,06/09/2025,Franchise_NY_12,Dehumidifier Rental,,883.08,614.71,0,,$24.53,36.0
CLM-78403,10/24/2025,Franchise_NY_12,Water Extraction,,6458.69,4211.48,0,,$131.81,49.0
CLM-62826,07/20/2025,Franchise_NY_12,Antimicrobial Treatment,,3208.24,3208.24,1,,$94.36,34.0
CLM-18970,"September 06, 2025",Franchise_TX_01,Baseboard Replacement,36.0,3687.48,3687.48,1,,102.43,
CLM-33273,"July 28, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,10.0,841.5,841.5,1,,84.15,
CLM-36813,2025-03-22,Franchise_FL_04,Baseboard Replacement,27.0,1164.24,847.21,0,43.12,,
CLM-15916,2025-06-08,Franchise_FL_04,Water Extraction,48.0,6723.84,6723.84,1,140.08,,
CLM-35974,2025-07-22,Franchise_FL_04,Drywall Repair,24.0,2207.76,2207.76,1,91.99,,
CLM-93897,"October 14, 2025",Franchise_TX_01,Drywall Repair - MISC,13.0,600.08,600.08,1,,46.16,
CLM-17637,2025-01-04,Franchise_FL_04,Drywall Repair,18.0,1649.16,1649.16,1,91.62,,
CLM-16760,"November 07, 2025",Franchise_TX_01,Dehumidifier Rental,6.0,696.48,534.01,0,,116.08,
CLM-15948,"June 21, 2025",Franchise_TX_01,Baseboard Replacement,29.0,666.71,666.71,1,,22.99,
CLM-34784,01/14/2025,Franchise_NY_12,Water Extraction,,3641.4,1962.76,0,,$80.92,45.0
CLM-87553,"March 15, 2025",Franchise_TX_01,Baseboard Replacement,19.0,1837.68,1046.46,0,,96.72,
CLM-44695,2025-11-30,Franchise_FL_04,Baseboard Replacement,2.0,78.1,62.15,0,39.05,,
CLM-41613,2025-01-16,Franchise_FL_04,Drywall Repair,7.0,141.33,141.33,1,20.19,,
CLM-79910,01/18/2025,Franchise_NY_12,Drywall Repair,,3966.12,2961.2,0,,$110.17,36.0
CLM-99255,09/14/2025,Franchise_NY_12,Baseboard Replacement,,165.87,99.39,0,,$55.29,3.0
CLM-97742,"September 16, 2025",Franchise_TX_01,Drywall Repair,10.0,1379.2,1379.2,1,,137.92,
CLM-41500,2025-12-26,Franchise_FL_04,Drywall Repair,13.0,1218.23,1218.23,1,93.71,,
CLM-78756,"January 04, 2025",Franchise_TX_01,Baseboard Replacement - MISC,17.0,419.9,294.99,0,,24.7,
CLM-11394,09/07/2025,Franchise_NY_12,Dehumidifier Rental,,2937.6,2937.6,1,,$65.28,45.0
CLM-52518,2025-12-26,Franchise_FL_04,Drywall Repair,34.0,2383.74,2121.08,0,70.11,,
CLM-35714,2025-05-28,Franchise_FL_04,Drywall Repair,27.0,3855.06,2403.49,0,142.78,,
CLM-75150,"December 25, 2025",Franchise_TX_01,Antimicrobial Treatment,30.0,4346.1,3445.67,0,,144.87,
CLM-49384,"February 21, 2025",Franchise_TX_01,Dehumidifier Rental,2.0,71.46,71.46,1,,35.73,
CLM-94354,2025-04-26,Franchise_FL_04,Baseboard Replacement,26.0,1443.52,1443.52,1,55.52,,
CLM-28967,05/31/2025,Franchise_NY_12,Baseboard Replacement,,2431.38,1171.62,0,,$49.62,49.0
CLM-85455,"June 05, 2025",Franchise_TX_01,Drywall Repair,24.0,1109.28,1109.28,1,,46.22,
CLM-62775,"November 10, 2025",Franchise_TX_01,Water Extraction,25.0,2990.5,2990.5,1,,119.62,
CLM-46154,2025-03-16,Franchise_FL_04,Water Extraction,13.0,1766.83,1766.83,1,135.91,,
CLM-44500,"May 31, 2025",Franchise_TX_01,Water Extraction,35.0,3500.7,1412.73,0,,100.02,
CLM-82328,03/19/2025,Franchise_NY_12,Drywall Repair,,1136.24,995.48,0,,$142.03,8.0
CLM-86382,2025-12-05,Franchise_FL_04,Drywall Repair,14.0,218.96,196.16,0,15.64,,
CLM-69787,2025-06-04,Franchise_FL_04,Baseboard Replacement,32.0,3478.08,2863.46,0,108.69,,
CLM-69849,"April 17, 2025",Franchise_TX_01,Drywall Repair - MISC,35.0,1915.55,1915.55,1,,54.73,
CLM-94603,"July 24, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,22.0,3046.78,3046.78,1,,138.49,
CLM-50147,2025-03-01,Franchise_FL_04,Drywall Repair,21.0,1828.89,1231.62,0,87.09,,
CLM-23316,2025-07-08,Franchise_FL_04,Antimicrobial Treatment,19.0,1664.21,1664.21,1,87.59,,
CLM-54514,03/20/2025,Franchise_NY_12,Baseboard Replacement,,460.72,460.72,1,,$115.18,4.0
CLM-67810,2025-09-22,Franchise_FL_04,Antimicrobial Treatment,1.0,83.05,83.05,1,83.05,,
CLM-27031,03/06/2025,Franchise_NY_12,Drywall Repair,,1051.56,823.74,0,,$22.86,46.0
CLM-10535,"January 15, 2025",Franchise_TX_01,Water Extraction - MISC,36.0,3930.84,2683.3,0,,109.19,
CLM-47705,12/04/2025,Franchise_NY_12,Dehumidifier Rental,,42.55,42.55,1,,$42.55,1.0
CLM-67700,07/22/2025,Franchise_NY_12,Drywall Repair,,907.98,523.4,0,,$24.54,37.0
CLM-18268,"March 11, 2025",Franchise_TX_01,Baseboard Replacement,2.0,112.2,54.82,0,,56.1,
CLM-41662,"June 14, 2025",Franchise_TX_01,Dehumidifier Rental,47.0,6170.63,6170.63,1,,131.29,
CLM-96812,"July 09, 2025",Franchise_TX_01,Antimicrobial Treatment,41.0,5913.43,5913.43,1,,144.23,
CLM-31067,2025-04-21,Franchise_FL_04,Drywall Repair,8.0,,337.2,1,42.15,,
CLM-76813,2025-01-24,Franchise_FL_04,Water Extraction,20.0,815.0,707.5,0,40.75,,
CLM-22702,06/08/2025,Franchise_NY_12,Baseboard Replacement,,97.78,97.78,1,,$97.78,1.0
CLM-93463,01/03/2025,Franchise_NY_12,Antimicrobial Treatment,,1234.88,1234.88,1,,$38.59,32.0
CLM-20634,"March 13, 2025",Franchise_TX_01,Antimicrobial Treatment,18.0,576.72,438.16,0,,32.04,
CLM-50266,2025-09-19,Franchise_FL_04,Antimicrobial Treatment,46.0,,1607.7,1,34.95,,
CLM-96340,2025-10-25,Franchise_FL_04,Antimicrobial Treatment,1.0,110.85,75.94,0,110.85,,
CLM-22803,"November 19, 2025",Franchise_TX_01,Antimicrobial Treatment,29.0,2981.49,2981.49,1,,102.81,
CLM-20837,"August 13, 2025",Franchise_TX_01,Baseboard Replacement - MISC,5.0,524.6,524.6,1,,104.92,
CLM-20503,2025-02-22,Franchise_FL_04,Antimicrobial Treatment,5.0,724.25,724.25,1,144.85,,
CLM-78443,04/27/2025,Franchise_NY_12,Drywall Repair,,1976.94,1976.94,1,,$47.07,42.0
CLM-22033,"September 21, 2025",Franchise_TX_01,Dehumidifier Rental,34.0,1243.38,1243.38,1,,36.57,
CLM-80592,06/24/2025,Franchise_NY_12,Drywall Repair,,589.89,589.89,1,,$28.09,21.0
CLM-43529,"April 19, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,7.0,743.19,743.19,1,,106.17,
CLM-42098,"October 11, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,9.0,583.83,583.83,1,,64.87,
CLM-28787,"March 03, 2025",Franchise_TX_01,Dehumidifier Rental,30.0,3366.6,3366.6,1,,112.22,
CLM-90416,"February 23, 2025",Franchise_TX_01,Drywall Repair - MISC,45.0,697.05,697.05,1,,15.49,
CLM-95914,"December 26, 2025",Franchise_TX_01,Dehumidifier Rental,21.0,1051.68,1051.68,1,,50.08,
CLM-30898,"March 10, 2025",Franchise_TX_01,Drywall Repair,37.0,2003.55,1801.96,0,,54.15,
CLM-44700,"June 01, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,4.0,544.96,544.96,1,,136.24,
CLM-46126,"August 04, 2025",Franchise_TX_01,Water Extraction,19.0,1066.28,590.13,0,,56.12,
CLM-27762,2025-06-10,Franchise_FL_04,Antimicrobial Treatment,43.0,,4305.59,1,100.13,,
CLM-24406,09/29/2025,Franchise_NY_12,Dehumidifier Rental,,341.44,341.44,1,,$85.36,4.0
CLM-19629,2025-02-16,Franchise_FL_04,Drywall Repair,41.0,1671.57,1337.45,0,40.77,,
CLM-87484,"June 29, 2025",Franchise_TX_01,Water Extraction,38.0,4263.6,2948.32,0,,112.2,
CLM-16863,"August 03, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,30.0,3070.2,3070.2,1,,102.34,
CLM-81051,01/13/2025,Franchise_NY_12,Water Extraction,,4573.0,2233.02,0,,$91.46,50.0
CLM-65740,2025-11-16,Franchise_FL_04,Water Extraction,33.0,2240.37,952.17,0,67.89,,
CLM-18532,"October 28, 2025",Franchise_TX_01,Water Extraction,5.0,651.2,651.2,1,,130.24,
CLM-72029,2025-07-30,Franchise_FL_04,Dehumidifier Rental,8.0,788.0,788.0,1,98.5,,
CLM-40351,"December 19, 2025",Franchise_TX_01,Dehumidifier Rental,31.0,3428.6,1743.39,0,,110.6,
CLM-36957,2025-06-15,Franchise_FL_04,Drywall Repair,46.0,736.46,503.32,0,16.01,,
CLM-74097,2025-11-11,Franchise_FL_04,Antimicrobial Treatment,10.0,1084.9,460.77,0,108.49,,
CLM-85506,"March 28, 2025",Franchise_TX_01,Antimicrobial Treatment,33.0,2921.16,1822.1,0,,88.52,
CLM-72223,2025-07-26,Franchise_FL_04,Water Extraction,1.0,59.4,59.4,1,59.4,,
CLM-76781,12/13/2025,Franchise_NY_12,Baseboard Replacement,,135.23,94.2,0,,$135.23,1.0
CLM-41640,"September 04, 2025",Franchise_TX_01,Dehumidifier Rental,8.0,1013.44,717.77,0,,126.68,
CLM-73454,07/21/2025,Franchise_NY_12,Baseboard Replacement,,2230.62,1554.01,0,,$53.11,42.0
CLM-52463,"September 18, 2025",Franchise_TX_01,Baseboard Replacement,44.0,5862.12,3316.26,0,,133.23,
CLM-53025,2025-07-04,Franchise_FL_04,Antimicrobial Treatment,47.0,2257.88,2257.88,1,48.04,,
CLM-11994,2025-03-22,Franchise_FL_04,Antimicrobial Treatment,33.0,1423.62,1423.62,1,43.14,,
CLM-99731,2025-10-01,Franchise_FL_04,Dehumidifier Rental,48.0,3562.56,3562.56,1,74.22,,
CLM-58430,"September 27, 2025",Franchise_TX_01,Drywall Repair,5.0,521.7,521.7,1,,104.34,
CLM-74405,2025-06-13,Franchise_FL_04,Drywall Repair,46.0,3119.72,3119.72,1,67.82,,
CLM-55544,05/12/2025,Franchise_NY_12,Baseboard Replacement,,4400.14,4400.14,1,,$141.94,31.0
CLM-38716,01/26/2025,Franchise_NY_12,Dehumidifier Rental,,2779.75,2779.75,1,,$111.19,25.0
CLM-52787,04/29/2025,Franchise_NY_12,Water Extraction,,2304.8,2304.8,1,,$144.05,16.0
CLM-34797,2025-06-22,Franchise_FL_04,Antimicrobial Treatment,48.0,6565.44,6565.44,1,136.78,,
CLM-27026,"October 13, 2025",Franchise_TX_01,Antimicrobial Treatment,6.0,729.36,729.36,1,,121.56,
CLM-99603,10/17/2025,Franchise_NY_12,Dehumidifier Rental,,1856.88,1856.88,1,,$77.37,24.0
CLM-87370,"August 15, 2025",Franchise_TX_01,Water Extraction,34.0,4994.26,4994.26,1,,146.89,
CLM-20751,"March 21, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,18.0,835.2,599.37,0,,46.4,
CLM-43526,2025-09-10,Franchise_FL_04,Drywall Repair,42.0,1072.26,1072.26,1,25.53,,
CLM-58151,"July 11, 2025",Franchise_TX_01,Water Extraction,33.0,2370.72,2370.72,1,,71.84,
CLM-90494,"March 15, 2025",Franchise_TX_01,Dehumidifier Rental,1.0,107.29,107.29,1,,107.29,
CLM-16047,04/20/2025,Franchise_NY_12,Baseboard Replacement,,3062.45,1337.37,0,,$133.15,23.0
CLM-39292,"July 28, 2025",Franchise_TX_01,Antimicrobial Treatment,21.0,2363.34,2363.34,1,,112.54,
CLM-45317,"January 07, 2025",Franchise_TX_01,Baseboard Replacement,16.0,820.0,820.0,1,,51.25,
CLM-32343,10/16/2025,Franchise_NY_12,Antimicrobial Treatment,,2740.08,2740.08,1,,$65.24,42.0
CLM-69615,"November 05, 2025",Franchise_TX_01,Antimicrobial Treatment,40.0,5728.8,5728.8,1,,143.22,
CLM-85451,"April 24, 2025",Franchise_TX_01,Antimicrobial Treatment,27.0,1911.06,1911.06,1,,70.78,
CLM-12763,"October 14, 2025",Franchise_TX_01,Dehumidifier Rental,22.0,2070.86,958.14,0,,94.13,
CLM-45346,2025-12-23,Franchise_FL_04,Drywall Repair,25.0,3002.25,3002.25,1,120.09,,
CLM-35786,05/10/2025,Franchise_NY_12,Baseboard Replacement,,1193.14,1193.14,1,,$91.78,13.0
CLM-53872,11/12/2025,Franchise_NY_12,Drywall Repair,,296.36,296.36,1,,$74.09,4.0
CLM-26648,06/15/2025,Franchise_NY_12,Baseboard Replacement,,4571.09,4571.09,1,,$111.49,41.0
CLM-32755,"February 23, 2025",Franchise_TX_01,Drywall Repair,26.0,2929.94,2929.94,1,,112.69,
CLM-42866,05/25/2025,Franchise_NY_12,Dehumidifier Rental,,1746.56,1746.56,1,,$54.58,32.0
CLM-73614,2025-06-23,Franchise_FL_04,Baseboard Replacement,35.0,2067.1,1301.22,0,59.06,,
CLM-77809,2025-12-27,Franchise_FL_04,Water Extraction,30.0,1465.8,1465.8,1,48.86,,
CLM-25783,"March 31, 2025",Franchise_TX_01,Antimicrobial Treatment,24.0,3254.4,1596.81,0,,135.6,
CLM-57264,"May 05, 2025",Franchise_TX_01,Dehumidifier Rental,3.0,211.47,159.33,0,,70.49,
CLM-97721,"June 30, 2025",Franchise_TX_01,Water Extraction,7.0,175.0,140.84,0,,25.0,
CLM-97290,2025-10-30,Franchise_FL_04,Drywall Repair,21.0,811.23,811.23,1,38.63,,
CLM-24241,2025-01-09,Franchise_FL_04,Dehumidifier Rental,38.0,,795.34,1,20.93,,
CLM-36703,2025-03-06,Franchise_FL_04,Drywall Repair,1.0,73.05,32.31,0,73.05,,
CLM-52698,03/19/2025,Franchise_NY_12,Dehumidifier Rental,,1383.74,846.05,0,,$32.18,43.0
CLM-57173,10/26/2025,Franchise_NY_12,Water Extraction,,3618.0,3618.0,1,,$80.4,45.0
CLM-12668,"March 22, 2025",Franchise_TX_01,Baseboard Replacement,38.0,1028.28,1028.28,1,,27.06,
CLM-82558,"October 12, 2025",Franchise_TX_01,Baseboard Replacement,11.0,1115.73,1115.73,1,,101.43,
CLM-98934,05/18/2025,Franchise_NY_12,Drywall Repair,,1028.5,1028.5,1,,$60.5,17.0
CLM-92507,"November 19, 2025",Franchise_TX_01,Drywall Repair,10.0,1188.2,1188.2,1,,118.82,
CLM-14613,"March 05, 2025",Franchise_TX_01,Dehumidifier Rental,23.0,506.23,506.23,1,,22.01,
CLM-33117,2025-08-22,Franchise_FL_04,Antimicrobial Treatment,17.0,1312.74,577.65,0,77.22,,
CLM-84855,"February 13, 2025",Franchise_TX_01,Dehumidifier Rental,28.0,2033.08,2033.08,1,,72.61,
CLM-25278,02/04/2025,Franchise_NY_12,Water Extraction,,3787.26,3787.26,1,,$111.39,34.0
CLM-74470,2025-05-05,Franchise_FL_04,Dehumidifier Rental,30.0,4161.3,4161.3,1,138.71,,
CLM-99538,"August 13, 2025",Franchise_TX_01,Drywall Repair - MISC,28.0,3379.88,3379.88,1,,120.71,
CLM-67956,"October 11, 2025",Franchise_TX_01,Dehumidifier Rental,2.0,185.3,156.48,0,,92.65,
CLM-55924,04/06/2025,Franchise_NY_12,Antimicrobial Treatment,,3191.4,1277.7,0,,$88.65,36.0
CLM-30120,2025-03-26,Franchise_FL_04,Baseboard Replacement,35.0,2858.8,2858.8,1,81.68,,
CLM-47896,2025-06-15,Franchise_FL_04,Water Extraction,9.0,1195.11,1195.11,1,132.79,,
CLM-84133,"March 17, 2025",Franchise_TX_01,Water Extraction,44.0,1449.8,1449.8,1,,32.95,
CLM-56934,04/20/2025,Franchise_NY_12,Water Extraction,,3656.64,3656.64,1,,$140.64,26.0
CLM-72160,2025-08-31,Franchise_FL_04,Antimicrobial Treatment,33.0,4251.72,2179.08,0,128.84,,
CLM-50247,08/17/2025,Franchise_NY_12,Drywall Repair,,897.15,554.52,0,,$59.81,15.0
CLM-61992,"August 31, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,31.0,2667.55,2667.55,1,,86.05,
CLM-61246,06/08/2025,Franchise_NY_12,Dehumidifier Rental,,1380.06,1031.36,0,,$76.67,18.0
CLM-17781,2025-01-31,Franchise_FL_04,Dehumidifier Rental,20.0,,1422.8,1,71.14,,
CLM-19680,2025-02-20,Franchise_FL_04,Dehumidifier Rental,34.0,3681.86,3681.86,1,108.29,,
CLM-22637,11/20/2025,Franchise_NY_12,Antimicrobial Treatment,,638.56,476.32,0,,$79.82,8.0
CLM-15219,01/22/2025,Franchise_NY_12,Dehumidifier Rental,,2364.18,1110.59,0,,$90.93,26.0
CLM-80722,2025-12-15,Franchise_FL_04,Antimicrobial Treatment,20.0,665.2,409.51,0,33.26,,
CLM-70535,06/10/2025,Franchise_NY_12,Baseboard Replacement,,251.52,172.06,0,,$125.76,2.0
CLM-29715,12/31/2025,Franchise_NY_12,Dehumidifier Rental,,2100.12,1674.75,0,,$48.84,43.0
CLM-78254,"December 27, 2025",Franchise_TX_01,Dehumidifier Rental,43.0,1090.05,1090.05,1,,25.35,
CLM-45522,02/20/2025,Franchise_NY_12,Dehumidifier Rental,,1195.7,1018.28,0,,$108.7,11.0
CLM-47726,01/15/2025,Franchise_NY_12,Drywall Repair,,3502.45,3502.45,1,,$100.07,35.0
CLM-81454,"June 17, 2025",Franchise_TX_01,Water Extraction,15.0,651.6,651.6,1,,43.44,
CLM-71472,"November 16, 2025",Franchise_TX_01,Drywall Repair,17.0,1238.28,1238.28,1,,72.84,
CLM-53061,07/04/2025,Franchise_NY_12,Dehumidifier Rental,,3191.16,3191.16,1,,$113.97,28.0
CLM-54800,06/03/2025,Franchise_NY_12,Baseboard Replacement,,1275.68,1037.87,0,,$45.56,28.0
CLM-80194,09/20/2025,Franchise_NY_12,Baseboard Replacement,,3279.2,1799.43,0,,$81.98,40.0
CLM-73885,12/12/2025,Franchise_NY_12,Antimicrobial Treatment,,1496.44,1496.44,1,,$39.38,38.0
CLM-79230,"October 28, 2025",Franchise_TX_01,Baseboard Replacement,29.0,809.39,809.39,1,,27.91,
CLM-46367,2025-03-11,Franchise_FL_04,Drywall Repair,44.0,3111.24,3111.24,1,70.71,,
