claim_id,franchise_id,item_category,date_submitted,quantity,unit_price,requested_total,carrier_approved_total,is_approved_fully,submit_month,submit_day_of_week
CLM-93449,Franchise_TX_01,Dehumidifier Rental,,20.0,102.69,2053.8,2053.8,1,,
CLM-83975,Franchise_TX_01,Drywall Repair,,12.0,36.76,441.12,441.12,1,,
CLM-22804,Franchise_NY_12,Antimicrobial Treatment,,23.0,47.93,1102.39,909.19,0,,
CLM-91126,Franchise_TX_01,Antimicrobial Treatment,,32.0,133.77,4280.64,2737.87,0,,
CLM-86715,Franchise_NY_12,Baseboard Replacement,,20.0,109.37,2187.4,2187.4,1,,
CLM-32022,Franchise_NY_12,Antimicrobial Treatment,,40.0,116.83,4673.2,3426.28,0,,
CLM-98019,Franchise_TX_01,Water Extraction - MISC,,16.0,57.81,924.96,924.96,1,,
CLM-17505,Franchise_TX_01,Baseboard Replacement - MISC,,4.0,64.34,257.36,257.36,1,,
CLM-88039,Franchise_FL_04,Drywall Repair,2025-12-12,5.0,144.65,723.25,723.25,1,12.0,4.0
CLM-32985,Franchise_TX_01,Water Extraction,,28.0,26.95,754.6,534.95,0,,
CLM-62870,Franchise_NY_12,Drywall Repair,,10.0,118.35,1183.5,1183.5,1,,
CLM-55235,Franchise_FL_04,Water Extraction,2025-05-22,20.0,40.89,817.8,817.8,1,5.0,3.0
CLM-42931,Franchise_NY_12,Drywall Repair,,44.0,27.54,1211.76,1211.76,1,,
CLM-46215,Franchise_TX_01,Baseboard Replacement,,9.0,145.5,1309.5,1309.5,1,,
CLM-38864,Franchise_FL_04,Dehumidifier Rental,2025-03-06,27.0,80.44,2171.88,2171.88,1,3.0,3.0
CLM-33989,Franchise_TX_01,Baseboard Replacement,,47.0,60.94,2864.18,2152.66,0,,
CLM-32984,Franchise_TX_01,Antimicrobial Treatment - MISC,,34.0,41.11,1397.74,1397.74,1,,
CLM-77180,Franchise_NY_12,Antimicrobial Treatment,,5.0,139.34,696.7,696.7,1,,
CLM-44960,Franchise_NY_12,Drywall Repair,,16.0,85.83,1373.28,1182.52,0,,
CLM-80436,Franchise_FL_04,Baseboard Replacement,2025-12-06,21.0,141.07,2962.47,2962.47,1,12.0,5.0
CLM-86478,Franchise_FL_04,Drywall Repair,2025-11-08,21.0,123.22,2587.62,2103.64,0,11.0,5.0
CLM-40771,Franchise_TX_01,Dehumidifier Rental,,3.0,125.94,377.82,181.55,0,,
CLM-20955,Franchise_NY_12,Antimicrobial Treatment,,5.0,45.0,225.0,135.98,0,,
CLM-62866,Franchise_FL_04,Drywall Repair,2025-08-21,48.0,63.91,3067.68,3067.68,1,8.0,3.0
CLM-88360,Franchise_NY_12,Baseboard Replacement,,12.0,61.25,735.0,645.54,0,,
CLM-24648,Franchise_FL_04,Dehumidifier Rental,2025-08-30,39.0,46.68,1820.52,901.18,0,8.0,5.0
CLM-17522,Franchise_NY_12,Baseboard Replacement,,12.0,39.49,473.88,473.88,1,,
CLM-72842,Franchise_TX_01,Antimicrobial Treatment,,35.0,137.27,4804.45,3545.92,0,,
CLM-87855,Franchise_NY_12,Antimicrobial Treatment,,41.0,107.36,4401.76,4401.76,1,,
CLM-77025,Franchise_NY_12,Antimicrobial Treatment,,43.0,127.4,5478.2,2494.51,0,,
CLM-10581,Franchise_NY_12,Baseboard Replacement,,32.0,57.94,1854.08,961.21,0,,
CLM-76358,Franchise_NY_12,Baseboard Replacement,,40.0,131.68,5267.2,5267.2,1,,
CLM-60006,Franchise_TX_01,Antimicrobial Treatment,,28.0,46.96,1314.88,1134.03,0,,
CLM-83577,Franchise_NY_12,Baseboard Replacement,,7.0,138.12,966.84,966.84,1,,
CLM-49003,Franchise_FL_04,Water Extraction,2025-04-11,37.0,112.28,4154.36,4154.36,1,4.0,4.0
CLM-55623,Franchise_NY_12,Antimicrobial Treatment,,25.0,79.5,1987.5,1987.5,1,,
CLM-45102,Franchise_FL_04,Antimicrobial Treatment,2025-05-04,16.0,29.34,469.44,352.5,0,5.0,6.0
CLM-70868,Franchise_FL_04,Drywall Repair,2025-05-29,50.0,64.2,3210.0,2230.36,0,5.0,3.0
CLM-17347,Franchise_TX_01,Baseboard Replacement,,22.0,122.2,2688.4,2688.4,1,,
CLM-38208,Franchise_FL_04,Antimicrobial Treatment,2025-04-29,35.0,38.24,1338.4,1338.4,1,4.0,1.0
CLM-48896,Franchise_NY_12,Baseboard Replacement,,36.0,101.2,3643.2,3018.18,0,,
CLM-70322,Franchise_TX_01,Drywall Repair,,45.0,147.9,6655.5,2777.04,0,,
CLM-31989,Franchise_TX_01,Antimicrobial Treatment,,12.0,103.55,1242.6,1242.6,1,,
CLM-56863,Franchise_FL_04,Water Extraction,2025-10-17,11.0,92.8,1020.8,1020.8,1,10.0,4.0
CLM-45697,Franchise_FL_04,Dehumidifier Rental,2025-02-09,5.0,114.42,572.1,508.23,0,2.0,6.0
CLM-60175,Franchise_TX_01,Baseboard Replacement,,25.0,106.41,2660.25,2660.25,1,,
CLM-16594,Franchise_NY_12,Dehumidifier Rental,,36.0,82.33,2963.88,2333.31,0,,
CLM-99457,Franchise_FL_04,Dehumidifier Rental,2025-01-31,39.0,77.03,3004.17,1468.77,0,1.0,4.0
CLM-69347,Franchise_FL_04,Water Extraction,2025-04-11,28.0,86.3,2416.4,2416.4,1,4.0,4.0
CLM-39445,Franchise_TX_01,Antimicrobial Treatment,,23.0,138.13,3176.99,2127.73,0,,
CLM-17846,Franchise_TX_01,Drywall Repair - MISC,,46.0,32.75,1506.5,1506.5,1,,
CLM-52467,Franchise_NY_12,Water Extraction,,42.0,60.71,2549.82,2549.82,1,,
CLM-91626,Franchise_TX_01,Dehumidifier Rental,,46.0,104.37,4801.02,2014.94,0,,
CLM-11775,Franchise_TX_01,Baseboard Replacement,,22.0,127.61,2807.42,2807.42,1,,
CLM-24961,Franchise_FL_04,Water Extraction,2025-08-11,37.0,144.77,5356.49,5356.49,1,8.0,0.0
CLM-24256,Franchise_FL_04,Dehumidifier Rental,2025-07-20,48.0,65.17,3128.16,3128.16,1,7.0,6.0
CLM-25233,Franchise_TX_01,Antimicrobial Treatment - MISC,,13.0,25.61,332.93,270.45,0,,
CLM-79933,Franchise_TX_01,Antimicrobial Treatment,,3.0,87.16,261.48,261.48,1,,
CLM-39912,Franchise_TX_01,Drywall Repair,,27.0,118.73,3205.71,3205.71,1,,
CLM-36116,Franchise_NY_12,Water Extraction,,32.0,19.79,633.28,533.93,0,,
CLM-67426,Franchise_FL_04,Drywall Repair,2025-07-11,36.0,148.57,5348.52,5348.52,1,7.0,4.0
CLM-60927,Franchise_FL_04,Antimicrobial Treatment,2025-08-18,11.0,42.59,468.49,468.49,1,8.0,0.0
CLM-38016,Franchise_TX_01,Antimicrobial Treatment,,22.0,57.73,1270.06,1270.06,1,,
CLM-99540,Franchise_NY_12,Drywall Repair,,41.0,15.65,641.65,641.65,1,,
CLM-98218,Franchise_TX_01,Baseboard Replacement,,24.0,37.4,897.6,703.02,0,,
CLM-12202,Franchise_NY_12,Drywall Repair,,18.0,40.35,726.3,610.41,0,,
CLM-87464,Franchise_NY_12,Dehumidifier Rental,,24.0,30.42,730.08,410.95,0,,
CLM-77808,Franchise_NY_12,Baseboard Replacement,,46.0,18.72,861.12,525.32,0,,
CLM-60216,Franchise_TX_01,Water Extraction,,22.0,137.6,3027.2,2313.64,0,,
CLM-11709,Franchise_NY_12,Baseboard Replacement,,10.0,126.32,1263.2,1263.2,1,,
CLM-88188,Franchise_FL_04,Drywall Repair,2025-06-17,16.0,139.59,2233.44,1067.63,0,6.0,1.0
CLM-39461,Franchise_NY_12,Baseboard Replacement,,39.0,37.85,1476.15,1193.75,0,,
CLM-70777,Franchise_NY_12,Baseboard Replacement,,10.0,72.71,727.1,577.81,0,,
CLM-84545,Franchise_NY_12,Water Extraction,,7.0,67.54,472.78,472.78,1,,
CLM-17864,Franchise_FL_04,Antimicrobial Treatment,2025-12-06,46.0,113.44,5218.24,5218.24,1,12.0,5.0
CLM-91187,Franchise_FL_04,Drywall Repair,2025-03-26,21.0,134.57,2825.97,2825.97,1,3.0,2.0
CLM-66249,Franchise_TX_01,Water Extraction,,5.0,98.51,492.55,492.55,1,,
CLM-15277,Franchise_NY_12,Baseboard Replacement,,28.0,56.64,1585.92,1585.92,1,,
CLM-68927,Franchise_TX_01,Baseboard Replacement,,6.0,26.59,159.54,159.54,1,,
CLM-25760,Franchise_TX_01,Drywall Repair,,44.0,122.43,5386.92,5386.92,1,,
CLM-85056,Franchise_NY_12,Drywall Repair,,1.0,28.85,28.85,28.85,1,,
CLM-62009,Franchise_NY_12,Drywall Repair,,33.0,93.76,3094.08,3094.08,1,,
CLM-98614,Franchise_FL_04,Baseboard Replacement,2025-02-03,11.0,33.59,369.49,369.49,1,2.0,0.0
CLM-52906,Franchise_FL_04,Drywall Repair,2025-01-03,9.0,122.65,1103.85,1103.85,1,1.0,4.0
CLM-50074,Franchise_TX_01,Drywall Repair,,15.0,19.16,287.4,287.4,1,,
CLM-84408,Franchise_NY_12,Water Extraction,,26.0,75.44,1961.44,1961.44,1,,
CLM-72865,Franchise_FL_04,Water Extraction,2025-04-19,3.0,121.97,365.91,197.7,0,4.0,5.0
CLM-40575,Franchise_NY_12,Drywall Repair,,2.0,58.4,116.8,116.8,1,,
CLM-60493,Franchise_FL_04,Drywall Repair,2025-06-21,49.0,81.71,4003.79,2384.99,0,6.0,5.0
CLM-86073,Franchise_TX_01,Drywall Repair,,24.0,117.81,2827.44,2827.44,1,,
CLM-13915,Franchise_TX_01,Dehumidifier Rental,,8.0,26.89,215.12,215.12,1,,
CLM-91441,Franchise_TX_01,Drywall Repair,,10.0,28.14,281.4,201.11,0,,
CLM-28402,Franchise_NY_12,Water Extraction,,38.0,62.51,2375.38,2375.38,1,,
CLM-65442,Franchise_FL_04,Antimicrobial Treatment,2025-11-30,48.0,66.62,3197.76,1807.3,0,11.0,6.0
CLM-68262,Franchise_FL_04,Drywall Repair,2025-11-16,22.0,81.01,1782.22,1014.31,0,11.0,6.0
CLM-39968,Franchise_NY_12,Water Extraction,,21.0,78.86,1656.06,1656.06,1,,
CLM-77926,Franchise_FL_04,Dehumidifier Rental,2025-02-02,10.0,56.67,566.7,566.7,1,2.0,6.0
CLM-65151,Franchise_NY_12,Drywall Repair,,38.0,75.57,2871.66,2871.66,1,,
CLM-84169,Franchise_FL_04,Antimicrobial Treatment,2025-05-22,13.0,71.77,933.01,458.27,0,5.0,3.0
CLM-37699,Franchise_TX_01,Dehumidifier Rental - MISC,,36.0,15.95,574.2,574.2,1,,
CLM-90740,Franchise_FL_04,Water Extraction,2025-01-15,11.0,33.35,366.85,366.85,1,1.0,2.0
CLM-22478,Franchise_TX_01,Dehumidifier Rental - MISC,,6.0,16.57,99.42,99.42,1,,
CLM-65394,Franchise_FL_04,Antimicrobial Treatment,2025-09-25,43.0,134.78,5795.54,3808.27,0,9.0,3.0
CLM-79150,Franchise_NY_12,Baseboard Replacement,,48.0,27.14,1302.72,1302.72,1,,
CLM-28647,Franchise_NY_12,Water Extraction,,9.0,16.68,150.12,150.12,1,,
CLM-69468,Franchise_FL_04,Water Extraction,2025-06-18,19.0,28.32,538.08,538.08,1,6.0,2.0
CLM-98045,Franchise_TX_01,Antimicrobial Treatment - MISC,,48.0,15.97,766.56,766.56,1,,
CLM-41523,Franchise_TX_01,Drywall Repair,,11.0,91.88,1010.68,620.79,0,,
CLM-72670,Franchise_FL_04,Baseboard Replacement,2025-11-06,6.0,144.05,864.3,540.72,0,11.0,3.0
CLM-37024,Franchise_TX_01,Dehumidifier Rental,,9.0,102.86,925.74,925.74,1,,
CLM-58456,Franchise_NY_12,Dehumidifier Rental,,5.0,39.77,198.85,198.85,1,,
CLM-70280,Franchise_NY_12,Antimicrobial Treatment,,8.0,36.41,291.28,192.13,0,,
CLM-36530,Franchise_TX_01,Antimicrobial Treatment - MISC,,31.0,78.42,2431.02,1542.79,0,,
CLM-42115,Franchise_TX_01,Antimicrobial Treatment - MISC,,24.0,76.52,1836.48,1426.89,0,,
CLM-25158,Franchise_TX_01,Baseboard Replacement,,11.0,68.48,753.28,473.34,0,,
CLM-23480,Franchise_TX_01,Water Extraction,,7.0,41.56,290.92,162.08,0,,
CLM-10414,Franchise_NY_12,Dehumidifier Rental,,5.0,130.9,654.5,654.5,1,,
CLM-15032,Franchise_NY_12,Antimicrobial Treatment,,43.0,138.34,5948.62,5948.62,1,,
CLM-51140,Franchise_FL_04,Antimicrobial Treatment,2025-07-08,12.0,37.51,450.12,192.93,0,7.0,1.0
CLM-13626,Franchise_NY_12,Baseboard Replacement,,35.0,78.9,2761.5,2180.93,0,,
CLM-54985,Franchise_FL_04,Drywall Repair,2025-05-06,5.0,77.22,386.1,270.75,0,5.0,1.0
CLM-21244,Franchise_NY_12,Dehumidifier Rental,,2.0,66.48,132.96,132.96,1,,
CLM-59903,Franchise_FL_04,Baseboard Replacement,2025-01-03,46.0,60.83,2798.18,1767.99,0,1.0,4.0
CLM-49045,Franchise_NY_12,Baseboard Replacement,,23.0,33.83,778.09,778.09,1,,
CLM-68837,Franchise_TX_01,Water Extraction,,11.0,26.39,290.29,290.29,1,,
CLM-40787,Franchise_NY_12,Dehumidifier Rental,,50.0,147.46,7373.0,7373.0,1,,
CLM-72359,Franchise_NY_12,Water Extraction,,38.0,26.3,999.4,999.4,1,,
CLM-12531,Franchise_NY_12,Water Extraction,,33.0,139.61,4607.13,4607.13,1,,
CLM-40425,Franchise_TX_01,Dehumidifier Rental,,15.0,104.4,1566.0,1566.0,1,,
CLM-51344,Franchise_NY_12,Drywall Repair,,43.0,52.14,2242.02,1238.74,0,,
CLM-82176,Franchise_NY_12,Water Extraction,,18.0,24.87,447.66,447.66,1,,
CLM-91230,Franchise_TX_01,Antimicrobial Treatment,,26.0,108.08,2810.08,2810.08,1,,
CLM-41714,Franchise_TX_01,Antimicrobial Treatment,,2.0,66.1,132.2,132.2,1,,
CLM-71425,Franchise_NY_12,Baseboard Replacement,,17.0,92.24,1568.08,1568.08,1,,
CLM-12080,Franchise_NY_12,Baseboard Replacement,,50.0,114.71,5735.5,5735.5,1,,
CLM-66469,Franchise_NY_12,Water Extraction,,45.0,110.22,4959.9,4959.9,1,,
CLM-41175,Franchise_NY_12,Dehumidifier Rental,,43.0,120.52,5182.36,4413.22,0,,
CLM-84175,Franchise_NY_12,Water Extraction,,21.0,138.88,2916.48,2916.48,1,,
CLM-96014,Franchise_TX_01,Baseboard Replacement - MISC,,22.0,105.39,2318.58,2318.58,1,,
CLM-50214,Franchise_TX_01,Dehumidifier Rental,,3.0,26.94,80.82,42.06,0,,
CLM-40423,Franchise_NY_12,Baseboard Replacement,,41.0,145.01,5945.41,4084.64,0,,
CLM-71008,Franchise_NY_12,Drywall Repair,,32.0,131.0,4192.0,3423.77,0,,
CLM-29967,Franchise_NY_12,Water Extraction,,23.0,103.44,2379.12,2379.12,1,,
CLM-54817,Franchise_NY_12,Water Extraction,,29.0,54.32,1575.28,1150.38,0,,
CLM-27847,Franchise_NY_12,Water Extraction,,50.0,82.46,4123.0,4123.0,1,,
CLM-50790,Franchise_NY_12,Drywall Repair,,45.0,17.68,795.6,531.89,0,,
CLM-79309,Franchise_NY_12,Baseboard Replacement,,34.0,101.58,3453.72,2555.87,0,,
CLM-59478,Franchise_TX_01,Drywall Repair,,41.0,63.41,2599.81,1660.84,0,,
CLM-21283,Franchise_NY_12,Baseboard Replacement,,45.0,110.59,4976.55,4976.55,1,,
CLM-58716,Franchise_TX_01,Dehumidifier Rental,,1.0,111.05,111.05,111.05,1,,
CLM-64144,Franchise_TX_01,Antimicrobial Treatment,,3.0,50.19,150.57,114.5,0,,
CLM-63552,Franchise_TX_01,Drywall Repair,,13.0,112.09,1457.17,749.36,0,,
CLM-51935,Franchise_NY_12,Water Extraction,,41.0,102.71,4211.11,1795.59,0,,
CLM-60584,Franchise_FL_04,Antimicrobial Treatment,2025-06-29,43.0,116.96,5029.28,5029.28,1,6.0,6.0
CLM-54821,Franchise_FL_04,Dehumidifier Rental,2025-05-29,48.0,104.27,5004.96,2890.08,0,5.0,3.0
CLM-24389,Franchise_FL_04,Drywall Repair,2025-04-21,14.0,98.13,1373.82,1373.82,1,4.0,0.0
CLM-21715,Franchise_FL_04,Dehumidifier Rental,2025-12-28,24.0,85.13,2043.12,2043.12,1,12.0,6.0
CLM-94080,Franchise_NY_12,Antimicrobial Treatment,,44.0,50.21,2209.24,1912.29,0,,
CLM-59730,Franchise_TX_01,Antimicrobial Treatment,,20.0,90.88,1817.6,1817.6,1,,
CLM-92346,Franchise_TX_01,Drywall Repair,,5.0,37.36,186.8,186.8,1,,
CLM-69238,Franchise_FL_04,Drywall Repair,2025-01-09,35.0,80.54,2818.9,1306.19,0,1.0,3.0
CLM-20776,Franchise_NY_12,Antimicrobial Treatment,,31.0,39.25,1216.75,1069.47,0,,
CLM-28261,Franchise_TX_01,Antimicrobial Treatment,,10.0,117.7,1177.0,1177.0,1,,
CLM-50553,Franchise_TX_01,Baseboard Replacement,,10.0,97.83,978.3,978.3,1,,
CLM-82589,Franchise_FL_04,Antimicrobial Treatment,2025-08-28,31.0,64.71,2006.01,2006.01,1,8.0,3.0
CLM-95911,Franchise_FL_04,Baseboard Replacement,2025-10-23,5.0,107.79,538.95,282.73,0,10.0,3.0
CLM-75681,Franchise_FL_04,Drywall Repair,2025-02-17,6.0,80.46,482.76,482.76,1,2.0,0.0
CLM-27829,Franchise_TX_01,Antimicrobial Treatment,,4.0,57.88,231.52,166.53,0,,
CLM-57614,Franchise_TX_01,Water Extraction,,35.0,25.73,900.55,431.29,0,,
CLM-28704,Franchise_TX_01,Water Extraction - MISC,,9.0,51.27,461.43,461.43,1,,
CLM-11345,Franchise_FL_04,Baseboard Replacement,2025-02-27,18.0,116.23,2092.14,1149.86,0,2.0,3.0
CLM-79430,Franchise_FL_04,Drywall Repair,2025-01-11,28.0,146.2,4093.6,4093.6,1,1.0,5.0
CLM-67027,Franchise_FL_04,Dehumidifier Rental,2025-11-05,48.0,94.01,4512.48,4512.48,1,11.0,2.0
CLM-26407,Franchise_NY_12,Antimicrobial Treatment,,25.0,148.75,3718.75,1769.54,0,,
CLM-34579,Franchise_TX_01,Baseboard Replacement,,46.0,77.09,3546.14,3546.14,1,,
CLM-83605,Franchise_TX_01,Baseboard Replacement - MISC,,20.0,29.59,591.8,591.8,1,,
CLM-92840,Franchise_FL_04,Dehumidifier Rental,2025-12-19,13.0,117.92,1532.96,1532.96,1,12.0,4.0
CLM-44292,Franchise_TX_01,Antimicrobial Treatment,,14.0,93.84,1313.76,1313.76,1,,
CLM-48437,Franchise_FL_04,Drywall Repair,2025-10-27,42.0,56.94,2391.48,2391.48,1,10.0,0.0
CLM-97143,Franchise_TX_01,Water Extraction,,45.0,143.86,6473.7,6473.7,1,,
CLM-90592,Franchise_NY_12,Antimicrobial Treatment,,9.0,56.55,508.95,508.95,1,,
CLM-99934,Franchise_TX_01,Drywall Repair - MISC,,4.0,135.56,542.24,461.78,0,,
CLM-25119,Franchise_NY_12,Water Extraction,,31.0,73.5,2278.5,2278.5,1,,
CLM-69684,Franchise_NY_12,Water Extraction,,28.0,20.23,566.44,396.94,0,,
CLM-73075,Franchise_FL_04,Dehumidifier Rental,2025-01-13,32.0,142.95,4574.4,4574.4,1,1.0,0.0
CLM-46955,Franchise_NY_12,Drywall Repair,,32.0,46.54,1489.28,1489.28,1,,
CLM-18020,Franchise_NY_12,Water Extraction,,4.0,85.7,342.8,254.54,0,,
CLM-74791,Franchise_TX_01,Antimicrobial Treatment,,32.0,101.56,3249.92,3249.92,1,,
CLM-88792,Franchise_NY_12,Baseboard Replacement,,31.0,111.69,3462.39,2058.81,0,,
CLM-60641,Franchise_FL_04,Antimicrobial Treatment,2025-10-10,29.0,125.63,3643.27,2641.45,0,10.0,4.0
CLM-23462,Franchise_FL_04,Antimicrobial Treatment,2025-05-01,24.0,89.5,2148.0,2148.0,1,5.0,3.0
CLM-66710,Franchise_NY_12,Dehumidifier Rental,,30.0,140.43,4212.9,4212.9,1,,
CLM-49809,Franchise_FL_04,Drywall Repair,2025-07-25,44.0,39.01,1716.44,1716.44,1,7.0,4.0
CLM-79501,Franchise_NY_12,Baseboard Replacement,,48.0,47.37,2273.76,959.11,0,,
CLM-23198,Franchise_TX_01,Water Extraction - MISC,,11.0,47.46,522.06,221.4,0,,
CLM-84006,Franchise_TX_01,Antimicrobial Treatment,,41.0,74.49,3054.09,3054.09,1,,
CLM-53206,Franchise_FL_04,Baseboard Replacement,2025-01-17,45.0,37.34,1680.3,804.78,0,1.0,4.0
CLM-54657,Franchise_TX_01,Drywall Repair,,11.0,118.2,1300.2,1300.2,1,,
CLM-35988,Franchise_TX_01,Dehumidifier Rental - MISC,,12.0,106.61,1279.32,1279.32,1,,
CLM-74408,Franchise_FL_04,Water Extraction,2025-03-12,18.0,140.2,2523.6,2523.6,1,3.0,2.0
CLM-53883,Franchise_TX_01,Antimicrobial Treatment,,30.0,23.67,710.1,416.8,0,,
CLM-20233,Franchise_TX_01,Drywall Repair,,15.0,50.69,760.35,760.35,1,,
CLM-86572,Franchise_TX_01,Drywall Repair,,13.0,66.25,861.25,446.28,0,,
CLM-86864,Franchise_FL_04,Dehumidifier Rental,2025-10-14,45.0,148.36,6676.2,6676.2,1,10.0,1.0
CLM-99828,Franchise_NY_12,Water Extraction,,30.0,88.41,2652.3,2096.7,0,,
CLM-91546,Franchise_NY_12,Baseboard Replacement,,23.0,23.98,551.54,293.11,0,,
CLM-53493,Franchise_TX_01,Antimicrobial Treatment,,42.0,142.81,5998.02,5998.02,1,,
CLM-42709,Franchise_FL_04,Antimicrobial Treatment,2025-12-10,17.0,115.44,1962.48,1962.48,1,12.0,2.0
CLM-90955,Franchise_FL_04,Dehumidifier Rental,2025-01-17,18.0,111.44,2005.92,2005.92,1,1.0,4.0
CLM-76010,Franchise_TX_01,Drywall Repair - MISC,,9.0,73.67,663.03,663.03,1,,
CLM-89652,Franchise_FL_04,Drywall Repair,2025-02-10,8.0,95.73,765.84,765.84,1,2.0,0.0
CLM-48139,Franchise_FL_04,Dehumidifier Rental,2025-06-19,39.0,41.02,1599.78,1420.18,0,6.0,3.0
CLM-25825,Franchise_NY_12,Baseboard Replacement,,16.0,25.03,400.48,400.48,1,,
CLM-62407,Franchise_NY_12,Antimicrobial Treatment,,37.0,33.16,1226.92,783.82,0,,
CLM-25659,Franchise_NY_12,Baseboard Replacement,,23.0,121.87,2803.01,1211.82,0,,
CLM-98869,Franchise_TX_01,Dehumidifier Rental,,10.0,37.32,373.2,271.62,0,,
CLM-87990,Franchise_FL_04,Baseboard Replacement,2025-08-16,16.0,132.14,2114.24,2114.24,1,8.0,5.0
CLM-74925,Franchise_NY_12,Drywall Repair,,50.0,116.63,5831.5,5831.5,1,,
CLM-68614,Franchise_TX_01,Antimicrobial Treatment,,39.0,139.44,5438.16,2712.24,0,,
CLM-74626,Franchise_TX_01,Dehumidifier Rental,,45.0,90.26,4061.7,2327.33,0,,
CLM-84959,Franchise_TX_01,Antimicrobial Treatment,,37.0,117.18,4335.66,4335.66,1,,
CLM-64600,Franchise_NY_12,Antimicrobial Treatment,,43.0,104.53,4494.79,4494.79,1,,
CLM-53624,Franchise_NY_12,Baseboard Replacement,,26.0,50.62,1316.12,655.2,0,,
CLM-81593,Franchise_NY_12,Baseboard Replacement,,29.0,62.76,1820.04,1820.04,1,,
CLM-21837,Franchise_TX_01,Water Extraction - MISC,,1.0,106.24,106.24,106.24,1,,
CLM-10783,Franchise_NY_12,Antimicrobial Treatment,,21.0,123.03,2583.63,2583.63,1,,
CLM-24801,Franchise_FL_04,Water Extraction,2025-05-27,11.0,100.18,1101.98,1101.98,1,5.0,1.0
CLM-68218,Franchise_NY_12,Drywall Repair,,46.0,89.65,4123.9,3105.03,0,,
CLM-65417,Franchise_TX_01,Dehumidifier Rental - MISC,,21.0,94.85,1991.85,1991.85,1,,
CLM-88399,Franchise_FL_04,Dehumidifier Rental,2025-06-13,49.0,84.87,4158.63,4158.63,1,6.0,4.0
CLM-89226,Franchise_NY_12,Water Extraction,,3.0,47.21,141.63,68.62,0,,
CLM-60498,Franchise_FL_04,Dehumidifier Rental,2025-11-20,11.0,65.73,723.03,569.68,0,11.0,3.0
CLM-94326,Franchise_NY_12,Dehumidifier Rental,,35.0,17.81,623.35,311.03,0,,
CLM-54819,Franchise_FL_04,Drywall Repair,2025-04-24,3.0,48.61,145.83,145.83,1,4.0,3.0
CLM-75543,Franchise_FL_04,Water Extraction,2025-05-15,48.0,107.58,5163.84,5163.84,1,5.0,3.0
CLM-46151,Franchise_TX_01,Water Extraction,,45.0,80.54,3624.3,2677.39,0,,
CLM-72209,Franchise_TX_01,Dehumidifier Rental,,12.0,38.71,464.52,245.17,0,,
CLM-93431,Franchise_FL_04,Antimicrobial Treatment,2025-10-31,27.0,124.03,3348.81,1785.55,0,10.0,4.0
CLM-15404,Franchise_FL_04,Antimicrobial Treatment,2025-05-29,26.0,51.02,1326.52,1326.52,1,5.0,3.0
CLM-91911,Franchise_TX_01,Water Extraction - MISC,,18.0,34.04,612.72,612.72,1,,
CLM-31320,Franchise_TX_01,Baseboard Replacement,,47.0,148.85,6995.95,4066.13,0,,
CLM-71490,Franchise_TX_01,Dehumidifier Rental - MISC,,20.0,114.66,2293.2,2293.2,1,,
CLM-45738,Franchise_NY_12,Dehumidifier Rental,,22.0,35.2,774.4,774.4,1,,
CLM-78997,Franchise_FL_04,Antimicrobial Treatment,2025-12-21,12.0,94.39,1132.68,1132.68,1,12.0,6.0
CLM-46699,Franchise_FL_04,Baseboard Replacement,2025-03-08,24.0,62.23,1493.52,649.28,0,3.0,5.0
CLM-94120,Franchise_TX_01,Antimicrobial Treatment,,12.0,124.79,1497.48,929.39,0,,
CLM-68729,Franchise_FL_04,Dehumidifier Rental,2025-02-13,26.0,26.46,687.96,572.9,0,2.0,3.0
CLM-19209,Franchise_FL_04,Drywall Repair,2025-05-27,42.0,146.68,6160.56,3047.68,0,5.0,1.0
CLM-13159,Franchise_FL_04,Drywall Repair,2025-08-08,45.0,87.93,3956.85,3956.85,1,8.0,4.0
CLM-56041,Franchise_TX_01,Antimicrobial Treatment,,38.0,30.25,1149.5,758.37,0,,
CLM-22782,Franchise_NY_12,Dehumidifier Rental,,12.0,50.74,608.88,608.88,1,,
CLM-89942,Franchise_TX_01,Water Extraction - MISC,,26.0,39.07,1015.82,807.56,0,,
CLM-53427,Franchise_NY_12,Drywall Repair,,40.0,43.5,1740.0,1740.0,1,,
CLM-84455,Franchise_NY_12,Water Extraction,,47.0,17.38,816.86,816.86,1,,
CLM-53281,Franchise_TX_01,Baseboard Replacement,,21.0,127.95,2686.95,2686.95,1,,
CLM-33449,Franchise_FL_04,Baseboard Replacement,2025-06-15,17.0,70.43,1197.31,1197.31,1,6.0,6.0
CLM-67922,Franchise_NY_12,Water Extraction,,4.0,77.66,310.64,206.81,0,,
CLM-57948,Franchise_NY_12,Dehumidifier Rental,,45.0,62.24,2800.8,2800.8,1,,
CLM-16424,Franchise_FL_04,Drywall Repair,2025-09-13,46.0,47.15,2168.9,2168.9,1,9.0,5.0
CLM-51249,Franchise_FL_04,Dehumidifier Rental,2025-06-23,3.0,77.82,233.46,233.46,1,6.0,0.0
CLM-67017,Franchise_FL_04,Baseboard Replacement,2025-01-07,43.0,127.65,5488.95,5488.95,1,1.0,1.0
CLM-77181,Franchise_TX_01,Water Extraction - MISC,,39.0,42.59,1661.01,1134.81,0,,
CLM-48087,Franchise_TX_01,Drywall Repair,,34.0,138.28,4701.52,2737.77,0,,
